Key,English,Japanese
PROPCTRL_TXT_000424,Common Rock 9,コモンロック9
PROPCTRL_TXT_000425,Common Rock 10,コモンロック10
PROPCTRL_TXT_000426,St Morning Rock Arch 2,セント モーニング ロック アーチ2
PROPCTRL_TXT_000427,St Morning Rock Arch 3,セント モーニング ロック アーチ3
PROPCTRL_TXT_000428,St Morning Flag 2,セイントモーニングフラッグ2
PROPCTRL_TXT_000429,St Morning Flag 3,セイントモーニングフラッグ3
PROPCTRL_TXT_000430,St Morning Flag 4,セイントモーニングフラッグ4
PROPCTRL_TXT_000431,St Morning Flag 5,セイントモーニングフラッグ5
PROPCTRL_TXT_000432,St Morning Rock 2,セイントモーニングロック2
PROPCTRL_TXT_000433,St Morning Rock 3,セイントモーニングロック3
PROPCTRL_TXT_000434,St Morning Rock 4,セイントモーニングロック4
PROPCTRL_TXT_000435,St Morning Rock 5,セイントモーニングロック5
PROPCTRL_TXT_000436,St Morning Rock 6,セイントモーニングロック6
PROPCTRL_TXT_000437,St Morning Rock 7,セイントモーニングロック7
PROPCTRL_TXT_000438,St Morning Rock 8,セイントモーニングロック8
PROPCTRL_TXT_000439,St Morning Rock 9,セイントモーニングロック9
PROPCTRL_TXT_000440,St Morning Rock 10,セイントモーニングロック10
PROPCTRL_TXT_000441,St Morning Rock 11,セイントモーニングロック11
PROPCTRL_TXT_000442,St Morning Rock 12,セイントモーニングロック12
PROPCTRL_TXT_000443,St Morning Rock 13,セイントモーニングロック13
PROPCTRL_TXT_000444,St Morning Rock 14,セイントモーニングロック14
PROPCTRL_TXT_000445,St Morning Rock 15,セイントモーニングロック15
PROPCTRL_TXT_000446,St Morning Light 2,セイントモーニングライト2
PROPCTRL_TXT_000447,Darkon Wagon 2,ダーコンワゴン2
PROPCTRL_TXT_000448,Darkon Wagon 3,ダーコンワゴン3
PROPCTRL_TXT_000449,Darkon Wagon 4,ダーコンワゴン4
PROPCTRL_TXT_000450,Darkon Wagon 5,ダーコンワゴン5
PROPCTRL_TXT_000451,Darkon Sign 2,ダーコンサイン2
PROPCTRL_TXT_000452,Darkon Sign 3,ダーコンサイン3
PROPCTRL_TXT_000453,Darkon Sign 4,ダーコンサイン4
PROPCTRL_TXT_000454,Darkon Sign 5,ダーコンサイン5
PROPCTRL_TXT_000455,Darkon Sign 6,ダーコンサイン6
PROPCTRL_TXT_000456,Darkon Sign 7,ダーコンサイン7
PROPCTRL_TXT_000457,Darkon Big Box 2,ダーコンビッグボックス2
PROPCTRL_TXT_000458,Darkon Big Box 3,ダーコンビッグボックス3
PROPCTRL_TXT_000459,Darkon Big Box 4,ダーコンビッグボックス4
PROPCTRL_TXT_000460,Darkon Big Box 5,ダーコンビッグボックス5
PROPCTRL_TXT_000461,Darkon Brown Rock 2,ダーコン ブラウン ロック2
PROPCTRL_TXT_000462,Darkon Brown Rock 3,ダーコン ブラウン ロック3
PROPCTRL_TXT_000463,Darkon Brown Rock 4,ダーコン ブラウン ロック4
PROPCTRL_TXT_000464,Darkon Brown Rock 5,ダーコン ブラウン ロック5
PROPCTRL_TXT_000465,Darkon Brown Rock 6,ダーコン ブラウン ロック6
PROPCTRL_TXT_000466,Darkon Brown Rock 7,ダーコン ブラウン ロック7
PROPCTRL_TXT_000467,Darkon Barrel 2,ダーコンバレル2
PROPCTRL_TXT_000468,Darkon Light 2,ダーコンライト2
PROPCTRL_TXT_000469,Darkon Light 3,ダーコンライト3
PROPCTRL_TXT_000470,Darkon Light 4,ダーコンライト4
PROPCTRL_TXT_000471,Darkon Light 5,ダーコンライト5
PROPCTRL_TXT_000472,Darkon Light 6,ダーコンライト6
PROPCTRL_TXT_000473,Darkon Mushroom 2,ダーコンマッシュルーム2
PROPCTRL_TXT_000474,Darkon Mushroom 3,ダーコンマッシュルーム3
PROPCTRL_TXT_000475,Darkon Mushroom 4,ダーコンマッシュルーム4
PROPCTRL_TXT_000476,Darkon Mushroom 5,ダーコンマッシュルーム5
PROPCTRL_TXT_000477,Darkon Tree 2,ダーコンツリー2
PROPCTRL_TXT_000478,Darkon Tree 3,ダーコンツリー3
PROPCTRL_TXT_000479,Darkon Tree 4,ダーコンツリー4
PROPCTRL_TXT_000480,Darkon Tree 5,ダーコンツリー5
PROPCTRL_TXT_000481,Darkon Tree 6,ダーコンツリー6
PROPCTRL_TXT_000482,Darkon Tree 7,ダーコンツリー7
PROPCTRL_TXT_000483,Darkon Tree 8,ダーコンツリー8
PROPCTRL_TXT_000484,Darkon Tree 9,ダーコンツリー9
PROPCTRL_TXT_000485,Azria Plant 2,アズリア第2工場
PROPCTRL_TXT_000486,Azria Plant 3,アズリア第3工場
PROPCTRL_TXT_000487,Azria Plant 4,アズリア第4工場
PROPCTRL_TXT_000488,Azria Plant 5,アズリア第5工場
PROPCTRL_TXT_000489,Azria Tree 2,アズリアの木2
PROPCTRL_TXT_000490,Azria Tree 3,アズリアの木3
PROPCTRL_TXT_000491,Azria Tree 4,アズリアの木4
PROPCTRL_TXT_000492,Azria Tree 5,アズリアの木5
PROPCTRL_TXT_000493,Azria Tree 6,アズリアの木6
PROPCTRL_TXT_000494,Azria Tree 7,アズリアの木7
PROPCTRL_TXT_000495,Azria Tree 8,アズリアの木8
PROPCTRL_TXT_000496,Azria Tree 9,アズリアの木9
PROPCTRL_TXT_000497,Azria Tree 10,アズリアの木10
PROPCTRL_TXT_000498,Azria Tree 11,アズリアの木11
PROPCTRL_TXT_000499,Azria Tree 12,アズリアの木12
PROPCTRL_TXT_000500,Azria Tree 13,アズリアの木13
PROPCTRL_TXT_000501,Azria Tree 14,アズリアの木14
PROPCTRL_TXT_000502,Azria Tree 15,アズリアの木15
PROPCTRL_TXT_000503,Azria Tree 16,アズリアの木16
PROPCTRL_TXT_000504,Azria Tree 17,アズリアの木17
PROPCTRL_TXT_000505,Azria Tree 18,アズリアの木18
PROPCTRL_TXT_000506,Azria Tree 19,アズリアの木19
PROPCTRL_TXT_000507,Azria Tree 20,アズリアの木20
PROPCTRL_TXT_000508,Azria Tree 21,アズリアの木21
PROPCTRL_TXT_000509,Azria Light 2,アズリアライト2
PROPCTRL_TXT_000510,Azria Light 3,アズリアライト3
PROPCTRL_TXT_000511,Azria Rock 2,アズリアロック2
PROPCTRL_TXT_000512,Azria Rock 3,アズリアロック3
PROPCTRL_TXT_000513,Azria Rock 4,アズリアロック4
PROPCTRL_TXT_000514,Azria Rock 5,アズリアロック5
PROPCTRL_TXT_000515,Azria Rock 6,アズリアロック6
PROPCTRL_TXT_000516,Azria Rock 7,アズリアロック7
PROPCTRL_TXT_000517,Azria Rock 8,アズリアロック8
PROPCTRL_TXT_000518,Azria Rock 9,アズリアロック9
PROPCTRL_TXT_000519,Azria Rock 10,アズリアロック10
PROPCTRL_TXT_000520,Azria Rock 11,アズリアロック11
PROPCTRL_TXT_000521,Azria Rock 12,アズリアロック12
PROPCTRL_TXT_000522,Azria Rock 13,アズリアロック13
PROPCTRL_TXT_000523,Azria Mushroom 2,アズリアマッシュルーム2
PROPCTRL_TXT_000524,Azria Mushroom 3,アズリアマッシュルーム3
PROPCTRL_TXT_000525,Azria Mushroom 4,アズリアマッシュルーム4
PROPCTRL_TXT_000526,Azria Grass 2,アズリアグラス2
PROPCTRL_TXT_000527,Azria Grass 3,アズリアグラス3
PROPCTRL_TXT_000528,Azria Sign 2,アズリアサイン2
PROPCTRL_TXT_000529,Azria Sign 3,アズリアサイン3
PROPCTRL_TXT_000530,Azria Sign 4,アズリアサイン4
PROPCTRL_TXT_000531,Azria Box 2,アズリアボックス2
PROPCTRL_TXT_000532,Coral Island Tree 2,珊瑚の島の木2
PROPCTRL_TXT_000533,Coral Island Shellfish 2,珊瑚島貝類2
PROPCTRL_TXT_000534,Coral Island Shellfish 3,珊瑚島貝類 3
PROPCTRL_TXT_000535,Coral Island Shellfish 4,珊瑚島貝類4
PROPCTRL_TXT_000536,Coral Island Shellfish 5,珊瑚島貝類5
PROPCTRL_TXT_000537,Coral Island Shellfish 6,珊瑚島貝類6
PROPCTRL_TXT_000538,Coral Island Shellfish 7,珊瑚島貝類7
PROPCTRL_TXT_000539,Coral Island Shellfish 8,珊瑚島貝類8
PROPCTRL_TXT_000540,Coral Island Shellfish 9,珊瑚島貝類9
PROPCTRL_TXT_000541,Coral Island Coral 2,コーラルアイランドコーラル2
PROPCTRL_TXT_000542,Coral Island Coral 3,コーラルアイランドコーラル3
PROPCTRL_TXT_000543,Coral Island Coral 4,コーラルアイランドコーラル4
PROPCTRL_TXT_000544,Coral Island Coral 5,コーラルアイランドコーラル5
PROPCTRL_TXT_000545,Coral Island Coral 6,コーラルアイランドコーラル6
PROPCTRL_TXT_000546,Coral Island Coral 7,コーラルアイランドコーラル7
PROPCTRL_TXT_000547,Coral Island Coral 8,コーラルアイランドコーラル8
PROPCTRL_TXT_000548,Coral Island Coral 9,コーラルアイランドコーラル9
PROPCTRL_TXT_000549,Coral Island Coral 10,コーラルアイランドコーラル10
PROPCTRL_TXT_000550,Coral Island Coral 11,コーラルアイランドコーラル11
PROPCTRL_TXT_000551,Coral Island Coral 12,コーラルアイランドコーラル12
PROPCTRL_TXT_000552,Coral Island Starfish 2,コーラルアイランドヒトデ2
PROPCTRL_TXT_000553,Coral Island Starfish 3,珊瑚島ヒトデ 3
PROPCTRL_TXT_000554,Coral Island Table 2,珊瑚島テーブル2
PROPCTRL_TXT_000555,Flaris Pot 2,フラリスポット2
PROPCTRL_TXT_000556,Flaris Fence 2,フラリスフェンス2
PROPCTRL_TXT_000557,Flaris Fence 3,フラリスフェンス3
PROPCTRL_TXT_000558,Flaris Fence 4,フラリスフェンス4
PROPCTRL_TXT_000559,Flaris Fence 5,フラリスフェンス5
PROPCTRL_TXT_000560,Flaris Fence 6,フラリスフェンス6
PROPCTRL_TXT_000561,1st Anniversary Flaris Cake,1周年記念フラリスケーキ
PROPCTRL_TXT_000562,1st Anniversary Saint Morning Cake,1周年記念セイントモーニングケーキ
PROPCTRL_TXT_000563,1st Anniversary Darkon Cake,1周年記念ダーコンケーキ
PROPCTRL_TXT_000564,2nd Anniversary Flaris Cake,2周年記念フラリスケーキ
PROPCTRL_TXT_000565,2nd Anniversary Saint Morning Cake,2周年記念セイントモーニングケーキ
PROPCTRL_TXT_000566,2nd Anniversary Darkon Cake,2周年記念ダーコンケーキ
PROPCTRL_TXT_000567,2nd Anniversary Presents 1,2周年記念プレゼンツ1
PROPCTRL_TXT_000568,2nd Anniversary Presents 2,2周年記念プレゼンツ2
PROPCTRL_TXT_000569,2nd Anniversary Arch 1,2周年記念アーチ1
PROPCTRL_TXT_000570,Luxury Chandelier,高級シャンデリア
PROPCTRL_TXT_000571,Luxury Table,ラグジュアリーテーブル
PROPCTRL_TXT_000572,Luxury Dressing Table,贅沢な化粧台
PROPCTRL_TXT_000573,Luxury Wardrobe,ラグジュアリーワードローブ
PROPCTRL_TXT_000574,Luxury Bookcase,高級本棚
PROPCTRL_TXT_000575,Luxury Sofa,ラグジュアリーソファ
PROPCTRL_TXT_000576,Luxury Armchair,ラグジュアリーアームチェア
PROPCTRL_TXT_000577,Luxury Chair,ラグジュアリーチェア
PROPCTRL_TXT_000578,Luxury Bed,ラグジュアリーベッド
PROPCTRL_TXT_000579,Ordinary Herb,一般的な薬草
PROPCTRL_TXT_000580,Regular Herb,ありふれた薬草
PROPCTRL_TXT_000581,Unique Herb,独特な薬草
PROPCTRL_TXT_000582,Rare Herb,希少な薬草
PROPCTRL_TXT_000583,Legendary Herb,伝説の薬草
PROPCTRL_TXT_000584,Ordinary Tree,一般的な木
PROPCTRL_TXT_000585,Regular Tree,ありふれた木
PROPCTRL_TXT_000586,Unique Tree,独特な木
PROPCTRL_TXT_000587,Rare Tree,希少な木
PROPCTRL_TXT_000588,Legendary Tree,伝説の木
PROPCTRL_TXT_000589,Ordinary Rock,一般的な岩石
PROPCTRL_TXT_000590,Regular Rock,ありふれた岩石
PROPCTRL_TXT_000591,Unique Rock,独特な岩石
PROPCTRL_TXT_000592,Rare Rock,希少な岩石
PROPCTRL_TXT_000593,Legendary Rock,伝説の岩石
PROPCTRL_TXT_000594,Alchemy Desk,錬金デスク
PROPCTRL_TXT_000595,Hearth,暖炉
PROPCTRL_TXT_000596,Carpentry Workspace,木工作業台
PROPCTRL_TXT_000597,Smithing Workspace,鍛冶作業台
PROPCTRL_TXT_000598,Halloween Pumpkin,ハロウィンパンプキン
PROPCTRL_TXT_000599,Message Sign,メッセージサイン
PROPCTRL_TXT_000600,Medieval Bed,中世ベッド
PROPCTRL_TXT_000601,Medieval Sofa,中世ソファ
PROPCTRL_TXT_000602,Medieval Armchair,中世アームチェア
PROPCTRL_TXT_000603,Medieval Bookcase,中世本棚
PROPCTRL_TXT_000604,Medieval Wardrobe,中世ワードローブ
PROPCTRL_TXT_000605,Medieval Table,中世テーブル
PROPCTRL_TXT_000606,Medieval Chair,中世チェア
PROPCTRL_TXT_000607,Medieval Floor Lamp,中世フロアランプ
PROPCTRL_TXT_000608,Medieval Drawer,中世ドロワー
PROPCTRL_TXT_000609,Halloween 2024 Bed,ハロウィン2024ベッド
PROPCTRL_TXT_000610,Halloween 2024 Sofa,ハロウィン2024ソファ
PROPCTRL_TXT_000611,Halloween 2024 Armchair,ハロウィン2024アームチェア
PROPCTRL_TXT_000612,Halloween 2024 Bookcase,ハロウィン2024本棚
PROPCTRL_TXT_000613,Halloween 2024 Wardrobe,ハロウィン2024ワードローブ
PROPCTRL_TXT_000614,Halloween 2024 Table,ハロウィン2024テーブル
PROPCTRL_TXT_000615,Halloween 2024 Chair,ハロウィン2024チェア
PROPCTRL_TXT_000616,Halloween 2024 Lantern,ハロウィン2024ランタン
PROPCTRL_TXT_000617,Halloween 2024 Drawer,ハロウィン2024ドロワー
PROPCTRL_TXT_000618,Flaris House 1,フラリスハウス1
PROPCTRL_TXT_000619,Flaris House 2,フラリスハウス2
PROPCTRL_TXT_000620,Flaris House 3,フラリスハウス3
PROPCTRL_TXT_000621,Flaris House 4,フラリスハウス4
PROPCTRL_TXT_000622,Flaris House 5,フラリスハウス5
PROPCTRL_TXT_000623,Flaris House 6,フラリスハウス6
PROPCTRL_TXT_000624,Flaris House 7,フラリスハウス7
PROPCTRL_TXT_000625,Flaris House 8,フラリスハウス8
PROPCTRL_TXT_000626,Flaris House 9,フラリスハウス9
PROPCTRL_TXT_000627,Flaris House 10,フラリスハウス10
PROPCTRL_TXT_000628,Saint Morning House 1,セイントモーニングハウス1
PROPCTRL_TXT_000629,Saint Morning House 2,セイントモーニングハウス2
PROPCTRL_TXT_000630,Saint Morning House 3,セイントモーニングハウス3
PROPCTRL_TXT_000631,Saint Morning House 4,セイントモーニングハウス4
PROPCTRL_TXT_000632,Saint Morning House 5,セイントモーニングハウス5
PROPCTRL_TXT_000633,Saint Morning House 6,セイントモーニングハウス6
PROPCTRL_TXT_000634,Saint Morning House 7,セイントモーニングハウス7
PROPCTRL_TXT_000635,Saint Morning House 8,セイントモーニングハウス8
PROPCTRL_TXT_000636,Saint Morning House 9,セイントモーニングハウス9
PROPCTRL_TXT_000637,Saint Morning House 10,セイントモーニングハウス10
PROPCTRL_TXT_000638,Saint Morning House 11,セイントモーニングハウス11
PROPCTRL_TXT_000639,Pumpkin Town House 1,パンプキンタウンハウス1
PROPCTRL_TXT_000640,Pumpkin Town House 2,パンプキンタウンハウス2
PROPCTRL_TXT_000641,Pumpkin Town House 3,パンプキンタウンハウス3
PROPCTRL_TXT_000642,Darkon House 1,ダーコンハウス1
PROPCTRL_TXT_000643,Darkon House 2,ダーコンハウス2
PROPCTRL_TXT_000644,Darkon House 3,ダーコンハウス3
PROPCTRL_TXT_000645,Darkon House 4,ダーコンハウス4
PROPCTRL_TXT_000646,Darkon House 5,ダーコンハウス5
PROPCTRL_TXT_000647,Azria House 1,アズリアハウス1
PROPCTRL_TXT_000648,Azria House 2,アズリアハウス2
PROPCTRL_TXT_000649,Azria House 3,アズリアハウス3
PROPCTRL_TXT_000650,Azria House 4,アズリアハウス4
PROPCTRL_TXT_000651,Flaris Street Lamp,フラリス街灯
PROPCTRL_TXT_000652,Flaris Tent 1,フラリステント1
PROPCTRL_TXT_000653,Madrigal Floating Sign 1,マドリガルフローティングサイン1
PROPCTRL_TXT_000654,Madrigal Floating Sign 2,マドリガルフローティングサイン2
PROPCTRL_TXT_000655,Madrigal No-fly Sign,マドリガル飛行禁止サイン
PROPCTRL_TXT_000656,Madrigal Floating Ring,マドリガルフローティングリング
PROPCTRL_TXT_000657,Flaris Box and cover,フラリスボックスとカバー
PROPCTRL_TXT_000658,Magic Crystal Object,マジッククリスタルオブジェ
PROPCTRL_TXT_000659,Flaris Tent 2,フラリステント2
PROPCTRL_TXT_000662,Flaris Carriage,フラリス馬車
PROPCTRL_TXT_000663,Flaris Torch,フラリストーチ
PROPCTRL_TXT_000664,Flaris Floating Island,フラリスフローティングアイランド
PROPCTRL_TXT_000665,Saint Morning Lighthouse,セイントモーニング灯台
PROPCTRL_TXT_000666,Saint Morning Crane,セイントモーニングクレーン
PROPCTRL_TXT_000667,Saint Morning Campfire,セイントモーニングキャンプファイヤー
PROPCTRL_TXT_000668,Saint Morning Palm Tree,セイントモーニングヤシの木
PROPCTRL_TXT_000669,Saint Morning Pumpkin Fence,セイントモーニングパンプキンフェンス
PROPCTRL_TXT_000670,Saint Morning Scarecrow,セイントモーニングかかし
PROPCTRL_TXT_000672,Saint Morning Cactus 1,セイントモーニングサボテン1
PROPCTRL_TXT_000673,Saint Morning Cactus 2,セイントモーニングサボテン2
PROPCTRL_TXT_000674,Saint Morning Cactus 3,セイントモーニングサボテン3
PROPCTRL_TXT_000675,Rhisis Stone Pillar 1,リシス石柱1
PROPCTRL_TXT_000676,Rhisis Stone Pillar 2,リシス石柱2
PROPCTRL_TXT_000677,Rhisis Broken Temple,リシス崩れた神殿
PROPCTRL_TXT_000678,Darkon Steel Frame 1,ダーコン鉄骨フレーム1
PROPCTRL_TXT_000679,Darkon Steel Frame 2,ダーコン鉄骨フレーム2
PROPCTRL_TXT_000680,Darkon Structure,ダーコン建造物
PROPCTRL_TXT_000681,Darkon Water Tank,ダーコン貯水タンク
PROPCTRL_TXT_000682,Darkon Large crane,ダーコン大型クレーン
PROPCTRL_TXT_000683,Darkon Dirt pile,ダーコン土の山
PROPCTRL_TXT_000684,Darkon Shack,ダーコン小屋
PROPCTRL_TXT_000685,Darkon Market,ダーコンマーケット
PROPCTRL_TXT_000686,Darkon Tree Bark,ダーコン木の皮
PROPCTRL_TXT_000687,Darkon Fossil,ダーコン化石
PROPCTRL_TXT_000688,Darkon Large Fossil,ダーコン大きな化石
PROPCTRL_TXT_000689,Guardiane Structure,ガルディア建造物
PROPCTRL_TXT_000690,Guardiane Platform,ガルディアプラットフォーム
PROPCTRL_TXT_000691,Azria Ground Window,アズリアグラウンドウィンドウ
PROPCTRL_TXT_000692,Azria Large Crane,アズリア大型クレーン
PROPCTRL_TXT_000693,Azria Water Tank,アズリア貯水タンク
PROPCTRL_TXT_000694,Azria Arch,アズリアアーチ
PROPCTRL_TXT_000695,Azria Stone Pile,アズリア石の山
PROPCTRL_TXT_000696,Azria Stone Pillar,アズリア石柱
PROPCTRL_TXT_000697,Azria Stone Tower,アズリア石塔
PROPCTRL_TXT_000698,Coral Island Wrecked Ship Part,コーラルアイランド難破船の一部
PROPCTRL_TXT_000699,Coral Island Wrecked Ship,コーラルアイランド難破船
PROPCTRL_TXT_000700,Coral Island Sea Weed 1,コーラルアイランド海藻1
PROPCTRL_TXT_000701,Coral Island Sea Weed 2,コーラルアイランド海藻2
PROPCTRL_TXT_000702,Coral Island Sea Weed 3,コーラルアイランド海藻3
PROPCTRL_TXT_000703,Coral Island Coral Platform,コーラルアイランドコーラルプラットフォーム
PROPCTRL_TXT_000704,Coral Island Coral 13,コーラルアイランドコーラル13
PROPCTRL_TXT_000705,Coral Island Coral 14,コーラルアイランドコーラル14
PROPCTRL_TXT_000706,Coral Island Coral 15,コーラルアイランドコーラル15
PROPCTRL_TXT_000707,Coral Island Coral 16,コーラルアイランドコーラル16
PROPCTRL_TXT_000708,Coral Island Campfire,コーラルアイランドキャンプファイヤー
PROPCTRL_TXT_000709,Saint Morning Wall Pillar,セイントモーニング壁柱
PROPCTRL_TXT_000710,Neon Valentines Black Lamp,ネオンバレンタインブラックランプ
PROPCTRL_TXT_000711,Neon Valentines Black Desk,ネオンバレンタインブラックデスク
PROPCTRL_TXT_000712,Neon Valentines Black Drawer,ネオンバレンタインブラックドロワー
PROPCTRL_TXT_000713,Neon Valentines Black Dresser,ネオンバレンタインブラックドレッサー
PROPCTRL_TXT_000714,Neon Valentines Black Bookshelf,ネオンバレンタインブラック本棚
PROPCTRL_TXT_000715,Neon Valentines Black Chair,ネオンバレンタインブラックチェア
PROPCTRL_TXT_000716,Neon Valentines Black Bath,ネオンバレンタインブラックバス
PROPCTRL_TXT_000717,Neon Valentines Black Bed,ネオンバレンタインブラックベッド
PROPCTRL_TXT_000718,Neon Valentines Black Sofa,ネオンバレンタインブラックソファ
PROPCTRL_TXT_000719,Neon Valentines White Lamp,ネオンバレンタインホワイトランプ
PROPCTRL_TXT_000720,Neon Valentines White Desk,ネオンバレンタインホワイトデスク
PROPCTRL_TXT_000721,Neon Valentines White Drawer,ネオンバレンタインホワイトドロワー
PROPCTRL_TXT_000722,Neon Valentines White Dresser,ネオンバレンタインホワイトドレッサー
PROPCTRL_TXT_000723,Neon Valentines White Bookshelf,ネオンバレンタインホワイト本棚
PROPCTRL_TXT_000724,Neon Valentines White Chair,ネオンバレンタインホワイトチェア
PROPCTRL_TXT_000725,Neon Valentines White Bath,ネオンバレンタインホワイトバス
PROPCTRL_TXT_000726,Neon Valentines White Bed,ネオンバレンタインホワイトベッド
PROPCTRL_TXT_000727,Neon Valentines White Sofa,ネオンバレンタインホワイトソファ
PROPCTRL_TXT_000728,Pastel Bed,パステルベッド
PROPCTRL_TXT_000729,Pastel Sofa,パステルソファ
PROPCTRL_TXT_000730,Pastel Stool,パステルスツール
PROPCTRL_TXT_000731,Pastel Bookshelf,パステル本棚
PROPCTRL_TXT_000732,Pastel Lamp,パステルランプ
PROPCTRL_TXT_000733,Pastel Desk,パステルデスク
PROPCTRL_TXT_000734,Pastel Chair,パステルチェア
PROPCTRL_TXT_000735,Pastel Nightstand,パステルナイトスタンド
PROPCTRL_TXT_000736,Pastel Bathtub,パステルバスタブ
PROPCTRL_TXT_000737,[Event] Chroma Ore,[イベント]彩色の鉱石
PROPCTRL_TXT_000738,Statue Base,像の台座
PROPCTRL_TXT_000739,3rd Anniversary Flaris Cake,3周年記念フラリスケーキ
PROPCTRL_TXT_000740,3rd Anniversary Saint Morning Cake,3周年記念セイントモーニングケーキ
PROPCTRL_TXT_000741,3rd Anniversary Darkon Cake,3周年記念ダーコンケーキ
PROPCTRL_TXT_000742,Dungeon Warp 07,ダンジョンワープ07
